#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     DATA_TYPE                       EHSP>EESA High Electron Omnidirectional Fluxes
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     WIND>Wind Interplanetary Plasma Laboratory
#     LOGICAL_SOURCE_DESCRIPTION      Electron omnidirectional fluxes 100 eV-30 keV, often at 24 sec, EESA High, Wind                        
#                                      3DP                                                                                                   
#     PROJECT                         ISTP>International Solar-Terrestrial Physics
#     TEXT                            Wind 3dp, EESA HIGH electron omni directional energy spectra
#                                     Note per Lynn Wilson Jan 2015 wrt time resolution: 24 sec timing changes and                           
#                                      is not necessarily constant, depending on the mode that the instrument happens                        
#                                      to be in.  Not only does the period/interval between each point change, the                           
#                                      duration over which the data were taken can change as well.                                           
#     PI_NAME                         R. Lin/S. Bale
#     PI_AFFILIATION                  UC Berkeley
#     INSTRUMENT_TYPE                 Particles (space)
#     DATA_VERSION                    1
#     DESCRIPTOR                      3DP>3-D PLASMA ANALYZER
#     GENERATION_DATE                 
#     ACKNOWLEDGEMENT                 
#     ADID_REF                        NSSD0143
#     RULES_OF_USE                    
#     GENERATED_BY                    
#     MODS                            
#     TIME_RESOLUTION                 
#     LINK_TEXT                       
#                                     Wind 3DP
#     LINK_TITLE                      Caveats for the correct use of Wind 3DP datasets
#                                     home page at UCB (with plotting and digital data)
#     HTTP_LINK                       https://spdf.gsfc.nasa.gov/pub/data/wind/3dp/wind3dp_caveats.pdf
#                                     http://sprg.ssl.berkeley.edu/wind3dp/
#     LOGICAL_SOURCE                  wi_ehsp_3dp
#     LOGICAL_FILE_ID                 wi_ehsp_3dp_00000000_v01
#     ALT_LOGICAL_SOURCE              Wind_3DP_electron_omnifluxes_cdf
#     MISSION_GROUP                   Wind
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/Wind/3DP/EESA_HIGH/SP/PT24S
#     CDAWEB_PARENTS                  wi_ehsp_3dp_00000000_v01
#                                     wi_ehsp_3dp_20020425_v02
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, Centered
#  2. ---> As stacked plot
#  3. ---> Time-varying electron energies for 15 channels
#
EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,ELECTRON_NO_FLUX_#/cm2-ster-sec-eV,CH1_OFTEN~27660EV_eV,CH2_OFTEN~18940EV_eV,CH3_OFTEN~12970EV_eV,CH4_OFTEN~8875EV_eV,CH5_OFTEN~6076EV_eV,CH6_OFTEN~4161EV_eV,CH7_OFTEN~2849EV_eV,CH8_OFTEN~1952EV_eV,CH9_OFTEN~1339EV_eV,CH10_OFTEN~920.3EV_eV,CH11_OFTEN~634.4EV_eV,CH12_OFTEN~432.7EV_eV,CH13_OFTEN~292.0EV_eV,CH14_OFTEN~200.1EV_eV,CH15_OFTEN~136.8EV_eV
2002-04-25T07:48:56.238Z,0.112706,0.149978,0.258678,0.444774,0.895150,1.79306,5.11579,14.8487,51.0465,213.658,881.829,3989.38,9591.81,20682.0,41874.5,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T07:50:36.234Z,0.105522,0.151347,0.267787,0.438933,0.815515,1.80552,4.48900,14.6245,49.6701,209.752,869.625,3876.92,9415.08,20372.4,41335.7,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T07:52:16.231Z,0.113123,0.189814,0.280449,0.510984,0.899891,1.82075,4.92168,15.2382,50.4959,212.256,875.436,3914.41,9576.67,20519.8,41594.3,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T07:53:56.227Z,0.114685,0.181907,0.283782,0.479826,0.792761,1.74184,4.59009,14.6009,49.3260,210.252,881.248,3962.12,9596.86,21006.3,42499.6,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T07:55:36.224Z,0.101461,0.169896,0.286225,0.460353,0.839216,1.76675,4.73163,14.1524,49.7734,209.451,885.316,4057.54,9995.77,21699.3,44116.1,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T07:57:16.220Z,0.107917,0.160013,0.296444,0.465546,0.895150,1.89827,4.92977,14.5537,51.7347,207.448,882.411,4071.18,10137.2,22465.9,45948.2,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T07:58:56.216Z,0.124889,0.166399,0.328212,0.468142,0.877138,1.86920,4.85698,14.1878,49.6701,212.856,895.196,3928.04,9425.18,20151.2,40753.7,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:00:36.213Z,0.108750,0.176282,0.262233,0.494756,0.886618,1.80690,4.91764,14.9904,51.8379,215.861,895.197,3958.71,9470.63,20387.1,41594.3,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:02:16.209Z,0.118433,0.189966,0.284226,0.500598,0.937813,1.73215,4.56179,14.7071,50.6680,210.653,891.128,3948.49,9521.12,20416.6,41594.3,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:03:56.206Z,0.106771,0.177650,0.283337,0.489239,0.825943,1.64770,4.77206,14.7661,49.4981,208.249,880.086,3866.69,9399.94,20283.9,41508.1,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:05:36.202Z,0.109062,0.183884,0.277561,0.424327,0.841112,1.75014,4.97021,14.8605,49.6013,209.852,893.453,3962.12,9536.27,20519.8,41896.1,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:07:16.198Z,0.106563,0.188141,0.282671,0.454511,0.892306,1.88166,4.92168,14.7543,49.2916,207.047,883.573,3907.59,9425.18,20298.6,41249.4,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:08:56.195Z,0.107604,0.174457,0.279116,0.473335,0.903683,1.80413,4.77206,14.3294,51.9755,204.844,868.462,3849.65,9248.45,20033.3,40710.6,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:10:36.191Z,0.0995866,0.180539,0.303553,0.485019,0.929280,2.05055,5.18453,15.2855,52.0444,210.052,928.324,4156.38,10238.1,22569.1,46206.8,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:12:16.188Z,0.110520,0.175066,0.309329,0.562264,0.940657,1.86643,4.97830,14.5301,51.0121,208.950,897.521,4054.14,9884.68,21817.2,45107.6,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:13:56.184Z,0.117288,0.183124,0.335988,0.434713,1.06011,1.99102,5.49590,15.6395,50.8056,208.850,868.462,3951.89,9778.64,21507.6,44159.2,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:15:36.180Z,0.108125,0.179171,0.315994,0.542790,1.00228,2.09624,6.43810,17.8585,51.1153,212.856,899.265,4115.48,10137.2,22392.2,45818.8,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:17:16.177Z,0.105522,0.149370,0.253124,0.501896,1.05774,2.20283,6.21569,17.3864,50.0830,204.944,866.719,3904.18,9824.09,22008.9,45517.1,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:18:56.173Z,0.127909,0.175066,0.301110,0.549606,1.02503,2.21114,6.38553,17.8821,51.5626,205.445,879.505,4088.22,10278.5,23144.1,47758.7,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:20:36.170Z,0.122182,0.166095,0.329545,0.556422,1.06295,2.31912,6.19952,17.8585,51.0465,207.248,905.077,4282.47,10869.3,24367.8,50043.4,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:22:16.166Z,0.114268,0.186013,0.298444,0.491186,1.06106,2.09485,6.52302,18.1536,52.3540,213.457,924.255,4350.64,10904.7,24574.3,50000.3,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:23:56.162Z,0.0966711,0.182820,0.310440,0.534676,0.962461,2.22914,6.51897,17.3510,52.3884,204.844,855.677,4013.24,10066.5,22996.7,47672.5,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:25:36.159Z,0.119787,0.160925,0.345985,0.465546,0.952033,2.20145,6.11864,17.7405,51.0121,206.847,866.719,4030.28,10217.9,23173.6,48232.9,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:27:16.155Z,0.110520,0.150434,0.282893,0.478853,0.919800,2.31635,5.70618,16.2179,49.7734,198.634,814.413,3784.90,9652.41,21920.4,45948.2,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:28:56.152Z,0.115101,0.167919,0.301110,0.553500,0.990903,2.01041,5.47568,16.0054,48.6035,189.620,784.192,3624.72,9218.16,21227.5,44353.2,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:30:36.148Z,0.109999,0.184340,0.307108,0.538247,0.994695,2.02010,5.11983,15.5333,49.0164,192.625,800.464,3674.14,9399.93,21374.9,44698.1,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:32:16.144Z,0.106459,0.167007,0.295556,0.535001,0.958670,2.25544,5.62126,17.1267,51.3218,205.645,901.589,4234.76,10722.9,23955.0,48965.7,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:33:56.141Z,0.100420,0.172785,0.269564,0.545387,0.965306,2.17792,5.35841,16.1825,51.0465,208.850,911.469,4204.09,10551.2,23512.7,48146.7,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:35:36.137Z,0.108958,0.161686,0.254457,0.528510,0.949189,2.02979,5.38267,16.4185,51.8379,209.051,888.222,4115.48,10354.3,22908.2,46724.1,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:37:16.134Z,0.104585,0.160621,0.321326,0.595368,0.956773,2.19868,5.49186,16.1943,52.3196,205.846,903.914,4187.05,10409.8,23365.3,47456.9,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:38:56.130Z,0.115414,0.184036,0.310440,0.551229,0.972890,2.15577,5.35032,17.3746,50.4271,203.342,881.248,4142.75,10510.8,24073.0,50129.6,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:40:36.127Z,0.110832,0.200305,0.280005,0.526238,0.991851,2.10039,5.25327,16.4894,52.1820,206.647,903.333,4234.76,10803.7,24294.1,50690.0,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:42:16.123Z,0.0941721,0.182060,0.284004,0.592772,1.10562,2.33158,5.47164,16.7490,52.2852,204.243,905.077,4296.11,10924.9,24618.5,50862.4,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:43:56.119Z,0.115622,0.176586,0.273340,0.544738,1.04968,2.05194,5.59295,17.1739,51.2185,212.055,905.077,4309.74,10965.3,24795.4,50776.2,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:45:36.116Z,0.100211,0.174001,0.293556,0.494756,1.07718,2.16546,5.49994,16.1117,51.5626,206.046,896.359,4238.17,10813.8,24249.9,50215.8,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:47:16.112Z,0.101357,0.178106,0.298000,0.586930,0.962936,2.09901,5.54847,16.4185,51.1497,201.339,885.317,4268.84,10823.9,24544.8,50905.6,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:48:56.109Z,0.0981288,0.166247,0.311107,0.535650,1.00512,2.36204,5.36246,16.3595,51.3218,201.839,898.684,4248.39,10834.0,24648.0,51207.3,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:50:36.105Z,0.100420,0.187533,0.303331,0.495730,0.866709,2.20976,5.22092,15.8638,52.0788,208.049,876.018,3999.61,9980.62,22628.1,46508.6,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:52:16.101Z,0.118121,0.185861,0.294889,0.522668,1.00512,2.16269,5.28562,15.3091,52.6293,208.049,878.343,4152.97,10389.6,23203.1,48319.1,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:53:56.098Z,0.101253,0.202586,0.324436,0.571351,1.02882,2.19453,5.41502,15.7458,52.5605,207.248,895.196,4176.83,10551.2,23763.4,48836.4,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:55:36.094Z,0.102190,0.158341,0.302220,0.559018,0.922644,2.07132,5.36246,16.2533,52.5605,207.849,870.206,3870.10,9531.22,20932.6,42327.1,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:57:16.091Z,0.105001,0.168984,0.283115,0.516501,0.915059,2.10454,4.73567,16.6546,52.4228,202.040,844.634,3807.05,9349.44,20519.8,40969.2,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
2002-04-25T08:58:56.087Z,0.112810,0.163510,0.271785,0.625876,0.936864,1.89689,5.47972,16.3713,51.6659,199.235,847.540,3805.35,9410.04,20519.8,41852.9,27662.7,18944.4,12965.8,8874.88,6076.48,4161.27,2849.21,1952.32,1339.37,920.296,634.385,432.730,292.064,200.056,136.845
#  
# Key Parameter and Survey data (labels K0,K1,K2) are preliminary browse data.
# Generated by CDAWeb on: Mon Jan 30 10:23:39 2023
