#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     DATA_TYPE                       ELSP>EESA Low Electron OMNI Spectra
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     WIND>Wind Interplanetary Plasma Laboratory
#     LOGICAL_SOURCE_DESCRIPTION      Electron omnidirectional fluxes 5-1100 eV, often at 24 sec, EESA Low, Wind 3DP
#     PROJECT                         ISTP>International Solar-Terrestrial Physics
#     TEXT                            Wind 3dp, EESA Low omni directional electron energy spectra
#     PI_NAME                         R. Lin/S. Bale
#     PI_AFFILIATION                  UC Berkeley
#     INSTRUMENT_TYPE                 Particles (space)
#     DATA_VERSION                    1
#     DESCRIPTOR                      3DP>3-D PLASMA ANALYZER
#     GENERATION_DATE                 
#     ACKNOWLEDGEMENT                 
#     ADID_REF                        NSSD0143
#     RULES_OF_USE                    
#     GENERATED_BY                    
#     MODS                            
#     TIME_RESOLUTION                 
#     LINK_TEXT                       
#                                     Wind 3DP
#     LINK_TITLE                      Caveats for the correct use of Wind 3DP datasets
#                                     home page at UCB (with plotting and digital data)
#     HTTP_LINK                       https://spdf.gsfc.nasa.gov/pub/data/wind/3dp/wind3dp_caveats.pdf
#                                     http://sprg.ssl.berkeley.edu/wind3dp/
#     LOGICAL_SOURCE                  wi_elsp_3dp
#     LOGICAL_FILE_ID                 wi_elsp_3dp_00000000_v01
#     ALT_LOGICAL_SOURCE              Wind_3DP_Electron-Omnidirectional-Fluxes-ELSP_100sec_cdf
#     MISSION_GROUP                   Wind
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/Wind/3DP/EESA/ElectronSpectra/PT100S
#     CDAWEB_PARENTS                  wi_elsp_3dp_00000000_v01
#                                     wi_elsp_3dp_20020425_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, Centered
#  2. ---> As stacked plot
#  3. Time-varying electron energies in 15 channels (center of 40% wide energy band)
#
EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,ELECTRON_FLUX_#/cm2-ster-sec-eV,CH1_OFTEN~1113EV_eV,CH2_OFTEN~669.2EV_eV,CH3_OFTEN~426.8EV_eV,CH4_OFTEN~264.8EV_eV,CH5_OFTEN~165EV_eV,CH6_OFTEN~103.3EV_eV,CH7_OFTEN~65.25EV_eV,CH8_OFTEN~41.8EV_eV,CH9_OFTEN~27.25EV_eV,CH10_OFTEN~18.3EV_eV,CH11_OFTEN~12.8EV_eV,CH12_OFTEN~9.4EV_eV,CH13_OFTEN~7.25EV_eV,CH14_OFTEN~5.9EV_eV,CH15_OFTEN~5.2EV_eV
2002-04-25T08:22:17.729Z,128.653,902.374,4783.44,16186.2,41380.4,91267.9,205215.,646996.,1.84748e+06,3.48000e+06,4.99957e+06,1.70739e+07,3.81412e+07,7.28778e+07,9.26427e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:23:57.725Z,150.540,968.467,4788.31,15880.8,42180.7,92438.1,203422.,643951.,1.85038e+06,3.43853e+06,4.93951e+06,1.72331e+07,3.82153e+07,7.29192e+07,9.32042e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:25:37.721Z,141.090,991.885,4541.27,15946.6,41966.7,91513.7,203253.,639833.,1.80938e+06,3.35183e+06,4.92806e+06,1.72286e+07,3.80029e+07,7.26141e+07,9.21243e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:27:17.718Z,150.778,946.564,4692.45,16151.3,42038.7,92369.3,205296.,641000.,1.78983e+06,3.33434e+06,4.93912e+06,1.75502e+07,3.80233e+07,7.22934e+07,9.26088e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:28:57.714Z,155.312,957.220,4514.38,15879.2,41504.2,91457.7,204841.,650240.,1.87860e+06,3.50079e+06,4.91469e+06,1.68504e+07,3.83288e+07,7.26388e+07,9.32454e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:30:37.711Z,154.841,944.972,4557.22,15437.3,40396.3,90326.8,202822.,647743.,1.82549e+06,3.35069e+06,4.85681e+06,1.74236e+07,3.81138e+07,7.17929e+07,9.23425e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:32:17.707Z,156.152,933.232,4519.62,15626.6,40618.6,89391.5,197370.,642496.,1.84678e+06,3.46064e+06,4.92057e+06,1.72001e+07,3.80590e+07,7.26039e+07,9.26427e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:33:57.703Z,155.980,980.635,4605.48,16426.8,42596.2,93288.5,202995.,627798.,1.80905e+06,3.42651e+06,5.00976e+06,1.72415e+07,3.82434e+07,7.23377e+07,9.28293e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:35:37.700Z,153.906,989.281,4677.25,16106.3,41708.4,91059.5,204823.,624391.,1.77631e+06,3.37121e+06,5.01650e+06,1.75222e+07,3.86061e+07,7.26945e+07,9.18892e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:37:17.696Z,144.476,944.435,4653.98,16035.0,41050.3,90564.0,200604.,618865.,1.78114e+06,3.35151e+06,5.00446e+06,1.74102e+07,3.78981e+07,7.18273e+07,9.23828e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:38:57.693Z,142.649,952.124,4731.69,15992.6,41426.7,92750.7,201981.,628720.,1.76843e+06,3.33994e+06,5.01017e+06,1.74484e+07,3.81331e+07,7.21029e+07,9.26836e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:40:37.689Z,157.998,967.131,4759.43,16477.5,43524.3,96759.4,210070.,616062.,1.75219e+06,3.32490e+06,5.01845e+06,1.77334e+07,3.82694e+07,7.26660e+07,9.28987e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:42:17.685Z,146.496,931.434,4773.32,16310.2,41786.0,91438.1,202662.,629769.,1.80120e+06,3.38452e+06,5.02284e+06,1.73759e+07,3.82409e+07,7.22531e+07,9.24843e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:43:57.682Z,150.789,997.106,4911.82,16918.9,43468.2,94197.0,207903.,618052.,1.73852e+06,3.25063e+06,5.07308e+06,1.77317e+07,3.81807e+07,7.24228e+07,9.19368e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:45:37.678Z,156.196,988.551,4841.38,16459.5,42354.4,94713.5,205679.,624927.,1.77812e+06,3.41550e+06,5.01545e+06,1.73672e+07,3.82020e+07,7.26134e+07,9.26734e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:47:17.675Z,147.227,1025.08,4818.06,16462.5,43003.3,94694.6,206332.,619897.,1.75301e+06,3.26482e+06,5.01517e+06,1.76400e+07,3.83825e+07,7.23073e+07,9.21742e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:48:57.671Z,144.244,997.209,4715.87,16742.4,42562.4,92605.8,205429.,622791.,1.77612e+06,3.32718e+06,5.01470e+06,1.75278e+07,3.80992e+07,7.25147e+07,9.22198e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:50:37.667Z,139.391,973.253,4740.83,16039.0,41439.0,93403.2,205864.,639386.,1.85351e+06,3.48776e+06,5.06300e+06,1.70349e+07,3.77883e+07,7.21078e+07,9.26562e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:52:17.664Z,149.211,952.633,4607.10,15709.0,42172.4,90165.1,199342.,634903.,1.85372e+06,3.51530e+06,5.08761e+06,1.69200e+07,3.81206e+07,7.22100e+07,9.25413e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:53:57.660Z,156.191,970.904,4759.25,16510.8,43196.3,94134.3,204659.,616879.,1.73926e+06,3.28494e+06,4.98872e+06,1.75968e+07,3.79895e+07,7.19570e+07,9.17518e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:55:37.657Z,157.746,976.319,4621.98,15792.3,40082.6,88261.1,196726.,648362.,1.92155e+06,3.65320e+06,5.11724e+06,1.61439e+07,3.71552e+07,7.15512e+07,9.22504e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:57:17.653Z,155.587,934.600,4618.61,15593.6,39307.2,85268.2,201553.,731036.,2.25568e+06,4.33505e+06,5.85640e+06,1.35806e+07,3.61173e+07,7.19067e+07,9.37171e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
2002-04-25T08:58:57.649Z,146.169,962.505,4650.87,15721.1,40213.7,87699.9,203655.,728098.,2.29041e+06,4.36969e+06,5.92350e+06,1.34701e+07,3.62127e+07,7.30779e+07,9.54347e+07,1112.99,689.161,426.769,264.837,164.957,103.320,65.2431,41.7663,27.2489,18.2895,12.8144,9.41315,7.25627,5.92896,5.18234
#  
# Key Parameter and Survey data (labels K0,K1,K2) are preliminary browse data.
# Generated by CDAWeb on: Mon Jan 30 10:23:39 2023
